Frequence = 10 Ghz;
N = 8784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000265054; Faza = 159.284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
6413   X = 1367 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6414   X = 1367 mm; Y = 20 mm; Amplitude = 0.000279637; Faza = -50.7273 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6415   X = 1369 mm; Y = 20 mm; Amplitude = 0.000615049; Faza = 150.99 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6416   X = 1369 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6417   X = 1369 mm; Y = 20 mm; Amplitude = 0.000267107; Faza = -73.1683 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6418   X = 1371 mm; Y = 20 mm; Amplitude = 0.00061083; Faza = 128.107 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6419   X = 1371 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6420   X = 1371 mm; Y = 20 mm; Amplitude = 0.000259673; Faza = -96.8334 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6421   X = 1373 mm; Y = 20 mm; Amplitude = 0.000614628; Faza = 104.8 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6422   X = 1373 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6423   X = 1373 mm; Y = 20 mm; Amplitude = 0.000259465; Faza = -120.591 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6424   X = 1375 mm; Y = 20 mm; Amplitude = 0.000627212; Faza = 81.7608 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6425   X = 1375 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6426   X = 1375 mm; Y = 20 mm; Amplitude = 0.00026431; Faza = -143.25 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6427   X = 1377 mm; Y = 20 mm; Amplitude = 0.000644494; Faza = 59.5067 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6428   X = 1377 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6429   X = 1377 mm; Y = 20 mm; Amplitude = 0.000269287; Faza = -164.345 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6430   X = 1379 mm; Y = 20 mm; Amplitude = 0.000659971; Faza = 38.1437 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6431   X = 1379 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6432   X = 1379 mm; Y = 20 mm; Amplitude = 0.000269599; Faza = -184.218 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6433   X = 1381 mm; Y = 20 mm; Amplitude = 0.000667856; Faza = 17.4191 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6434   X = 1381 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6435   X = 1381 mm; Y = 20 mm; Amplitude = 0.000262627; Faza = -203.642 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6436   X = 1383 mm; Y = 20 mm; Amplitude = 0.000665114; Faza = -3.11061 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6437   X = 1383 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6438   X = 1383 mm; Y = 20 mm; Amplitude = 0.000248619; Faza = -223.555 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6439   X = 1385 mm; Y = 20 mm; Amplitude = 0.000652267; Faza = -23.9287 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6440   X = 1385 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6441   X = 1385 mm; Y = 20 mm; Amplitude = 0.000230547; Faza = -244.853 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6442   X = 1387 mm; Y = 20 mm; Amplitude = 0.000633062; Faza = -45.4365 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6443   X = 1387 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6444   X = 1387 mm; Y = 20 mm; Amplitude = 0.000213206; Faza = -268.087 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6445   X = 1389 mm; Y = 20 mm; Amplitude = 0.000613323; Faza = -67.8191 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6446   X = 1389 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6447   X = 1389 mm; Y = 20 mm; Amplitude = 0.000201319; Faza = 67.0432 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6448   X = 1391 mm; Y = 20 mm; Amplitude = 0.000598813; Faza = -90.919 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6449   X = 1391 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6450   X = 1391 mm; Y = 20 mm; Amplitude = 0.000196836; Faza = 41.8712 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6451   X = 1393 mm; Y = 20 mm; Amplitude = 0.000592713; Faza = -114.235 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6452   X = 1393 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6453   X = 1393 mm; Y = 20 mm; Amplitude = 0.000197588; Faza = 17.917 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6454   X = 1395 mm; Y = 20 mm; Amplitude = 0.000593938; Faza = -137.146 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6455   X = 1395 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6456   X = 1395 mm; Y = 20 mm; Amplitude = 0.000198925; Faza = -4.20399 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6457   X = 1397 mm; Y = 20 mm; Amplitude = 0.000597692; Faza = -159.242 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6458   X = 1397 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6459   X = 1397 mm; Y = 20 mm; Amplitude = 0.000196614; Faza = -24.8675 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6460   X = 1399 mm; Y = 20 mm; Amplitude = 0.000597772; Faza = 179.499 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6461   X = 1399 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6462   X = 1399 mm; Y = 20 mm; Amplitude = 0.000188519; Faza = -44.9736 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6463   X = 1401 mm; Y = 20 mm; Amplitude = 0.000589288; Faza = 158.758 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6464   X = 1401 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6465   X = 1401 mm; Y = 20 mm; Amplitude = 0.000174976; Faza = -65.5907 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6466   X = 1403 mm; Y = 20 mm; Amplitude = 0.000570426; Faza = 138.005 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6467   X = 1403 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6468   X = 1403 mm; Y = 20 mm; Amplitude = 0.0001585; Faza = -87.7775 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6469   X = 1405 mm; Y = 20 mm; Amplitude = 0.000543243; Faza = 116.645 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6470   X = 1405 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6471   X = 1405 mm; Y = 20 mm; Amplitude = 0.000142986; Faza = -112.253 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6472   X = 1407 mm; Y = 20 mm; Amplitude = 0.000513305; Faza = 94.2 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6473   X = 1407 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6474   X = 1407 mm; Y = 20 mm; Amplitude = 0.000132193; Faza = -138.739 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6475   X = 1409 mm; Y = 20 mm; Amplitude = 0.000487861; Faza = 70.5816 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6476   X = 1409 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6477   X = 1409 mm; Y = 20 mm; Amplitude = 0.000127536; Faza = -165.595 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6478   X = 1411 mm; Y = 20 mm; Amplitude = 0.000472418; Faza = 46.3299 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6479   X = 1411 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6480   X = 1411 mm; Y = 20 mm; Amplitude = 0.000126934; Faza = -190.904 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6481   X = 1413 mm; Y = 20 mm; Amplitude = 0.000467287; Faza = 22.4394 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6482   X = 1413 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6483   X = 1413 mm; Y = 20 mm; Amplitude = 0.000126404; Faza = -213.929 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6484   X = 1415 mm; Y = 20 mm; Amplitude = 0.000466955; Faza = -0.266293 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6485   X = 1415 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6486   X = 1415 mm; Y = 20 mm; Amplitude = 0.000122504; Faza = -235.208 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6487   X = 1417 mm; Y = 20 mm; Amplitude = 0.000463301; Faza = -21.6186 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6488   X = 1417 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6489   X = 1417 mm; Y = 20 mm; Amplitude = 0.000113601; Faza = -255.911 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6490   X = 1419 mm; Y = 20 mm; Amplitude = 0.000449706; Faza = -42.0788 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6491   X = 1419 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6492   X = 1419 mm; Y = 20 mm; Amplitude = 0.000100086; Faza = 82.4257 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6493   X = 1421 mm; Y = 20 mm; Amplitude = 0.000423735; Faza = -62.4926 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6494   X = 1421 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6495   X = 1421 mm; Y = 20 mm; Amplitude = 8.42592e-005; Faza = 57.8248 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6496   X = 1423 mm; Y = 20 mm; Amplitude = 0.000388044; Faza = -83.8853 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6497   X = 1423 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6498   X = 1423 mm; Y = 20 mm; Amplitude = 7.01858e-005; Faza = 28.0932 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6499   X = 1425 mm; Y = 20 mm; Amplitude = 0.000349899; Faza = -107.221 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6500   X = 1425 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6501   X = 1425 mm; Y = 20 mm; Amplitude = 6.2564e-005; Faza = -6.8261 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6502   X = 1427 mm; Y = 20 mm; Amplitude = 0.000318786; Faza = -132.812 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6503   X = 1427 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6504   X = 1427 mm; Y = 20 mm; Amplitude = 6.28421e-005; Faza = -41.8678 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6505   X = 1429 mm; Y = 20 mm; Amplitude = 0; Faza = -159.583 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6506   X = 1429 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6507   X = 1429 mm; Y = 20 mm; Amplitude = 0; Faza = -72.2089 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6508   X = 1431 mm; Y = 20 mm; Amplitude = 0; Faza = 174.565 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6509   X = 1431 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6510   X = 1431 mm; Y = 20 mm; Amplitude = 0; Faza = -98.4434 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6511   X = 1433 mm; Y = 20 mm; Amplitude = 0; Faza = 150.994 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6512   X = 1433 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6513   X = 1433 mm; Y = 20 mm; Amplitude = 0; Faza = -123.628 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6514   X = 1435 mm; Y = 20 mm; Amplitude = 0; Faza = 129.488 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6515   X = 1435 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6516   X = 1435 mm; Y = 20 mm; Amplitude = 0; Faza = -151.362 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6517   X = 1437 mm; Y = 20 mm; Amplitude = 0; Faza = 108.767 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6518   X = 1437 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6519   X = 1437 mm; Y = 20 mm; Amplitude = 0; Faza = -185.124 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6520   X = 1439 mm; Y = 20 mm; Amplitude = 0; Faza = 86.8985 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6521   X = 1439 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6522   X = 1439 mm; Y = 20 mm; Amplitude = 0; Faza = -223.821 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6523   X = 1441 mm; Y = 20 mm; Amplitude = 0; Faza = 61.1458 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6524   X = 1441 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6525   X = 1441 mm; Y = 20 mm; Amplitude = 0; Faza = -259.046 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6526   X = 1443 mm; Y = 20 mm; Amplitude = 0; Faza = 28.4987 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6527   X = 1443 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6528   X = 1443 mm; Y = 20 mm; Amplitude = 0; Faza = 73.2423 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6529   X = 1445 mm; Y = 20 mm; Amplitude = 0; Faza = -9.66349 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6530   X = 1445 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6531   X = 1445 mm; Y = 20 mm; Amplitude = 0; Faza = 50.6988 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6532   X = 1447 mm; Y = 20 mm; Amplitude = 0; Faza = -44.9242 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6533   X = 1447 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6534   X = 1447 mm; Y = 20 mm; Amplitude = 0; Faza = 30.4535 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6535   X = 1449 mm; Y = 20 mm; Amplitude = 0; Faza = -73.6412 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6536   X = 1449 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6537   X = 1449 mm; Y = 20 mm; Amplitude = 0; Faza = 10.4621 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6538   X = 1451 mm; Y = 20 mm; Amplitude = 0; Faza = -98.7578 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6539   X = 1451 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6540   X = 1451 mm; Y = 20 mm; Amplitude = 0; Faza = -10.7549 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6541   X = 1453 mm; Y = 20 mm; Amplitude = 0; Faza = -124.134 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6542   X = 1453 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6543   X = 1453 mm; Y = 20 mm; Amplitude = 0; Faza = -34.1365 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6544   X = 1455 mm; Y = 20 mm; Amplitude = 0.000161756; Faza = -153.068 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6545   X = 1455 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6546   X = 1455 mm; Y = 20 mm; Amplitude = 0.000134738; Faza = -59.557 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6547   X = 1457 mm; Y = 20 mm; Amplitude = 0.000159369; Faza = 173.318 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6548   X = 1457 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6549   X = 1457 mm; Y = 20 mm; Amplitude = 0.000143123; Faza = -85.4584 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6550   X = 1459 mm; Y = 20 mm; Amplitude = 0.000175297; Faza = 139.102 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6551   X = 1459 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6552   X = 1459 mm; Y = 20 mm; Amplitude = 0.000156935; Faza = -109.886 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6553   X = 1461 mm; Y = 20 mm; Amplitude = 0.000207069; Faza = 109.518 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6554   X = 1461 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6555   X = 1461 mm; Y = 20 mm; Amplitude = 0.000172841; Faza = -132.017 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6556   X = 1463 mm; Y = 20 mm; Amplitude = 0.000242931; Faza = 84.9092 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6557   X = 1463 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6558   X = 1463 mm; Y = 20 mm; Amplitude = 0.000186617; Faza = -152.287 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6559   X = 1465 mm; Y = 20 mm; Amplitude = 0.000272754; Faza = 63.1059 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6560   X = 1465 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6561   X = 1465 mm; Y = 20 mm; Amplitude = 0.000195136; Faza = -171.682 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6562   X = 1467 mm; Y = 20 mm; Amplitude = 0.000291779; Faza = 42.0389 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6563   X = 1467 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6564   X = 1467 mm; Y = 20 mm; Amplitude = 0.000197375; Faza = -191.266 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6565   X = 1469 mm; Y = 20 mm; Amplitude = 0.000300837; Faza = 20.2116 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6566   X = 1469 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6567   X = 1469 mm; Y = 20 mm; Amplitude = 0.000194697; Faza = -211.99 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6568   X = 1471 mm; Y = 20 mm; Amplitude = 0.000305408; Faza = -3.20102 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6569   X = 1471 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6570   X = 1471 mm; Y = 20 mm; Amplitude = 0.000190549; Faza = -234.438 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6571   X = 1473 mm; Y = 20 mm; Amplitude = 0.000313158; Faza = -28.0652 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6572   X = 1473 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6573   X = 1473 mm; Y = 20 mm; Amplitude = 0.000189191; Faza = -258.424 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6574   X = 1475 mm; Y = 20 mm; Amplitude = 0.000329388; Faza = -53.2521 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6575   X = 1475 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6576   X = 1475 mm; Y = 20 mm; Amplitude = 0.000193367; Faza = 77.1781 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6577   X = 1477 mm; Y = 20 mm; Amplitude = 0.000353609; Faza = -77.4341 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6578   X = 1477 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6579   X = 1477 mm; Y = 20 mm; Amplitude = 0.000202422; Faza = 53.7544 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6580   X = 1479 mm; Y = 20 mm; Amplitude = 0.000380331; Faza = -100.066 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6581   X = 1479 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6582   X = 1479 mm; Y = 20 mm; Amplitude = 0.000212813; Faza = 31.9677 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6583   X = 1481 mm; Y = 20 mm; Amplitude = 0.000403011; Faza = -121.465 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
