Frequence = 10 Ghz;
N = 9084;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000450778; Faza = -151.902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
7648   X = 1027 mm; Y = 1084 mm; Amplitude = 0.000766895; Faza = -165.821 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7649   X = 1027 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7650   X = 1027 mm; Y = 1084 mm; Amplitude = 0.000616808; Faza = -168.332 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7651   X = 1029 mm; Y = 1084 mm; Amplitude = 0.00071491; Faza = -172.686 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7652   X = 1029 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7653   X = 1029 mm; Y = 1084 mm; Amplitude = 0.00055874; Faza = -171.906 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7654   X = 1031 mm; Y = 1084 mm; Amplitude = 0.00064632; Faza = -179.23 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7655   X = 1031 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7656   X = 1031 mm; Y = 1084 mm; Amplitude = 0.000492648; Faza = -173.874 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7657   X = 1033 mm; Y = 1084 mm; Amplitude = 0.00056328; Faza = 175.045 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7658   X = 1033 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7659   X = 1033 mm; Y = 1084 mm; Amplitude = 0.000424091; Faza = -173.183 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7660   X = 1035 mm; Y = 1084 mm; Amplitude = 0.000468809; Faza = 171.08 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7661   X = 1035 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7662   X = 1035 mm; Y = 1084 mm; Amplitude = 0.000362471; Faza = -168.347 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7663   X = 1037 mm; Y = 1084 mm; Amplitude = 0.000368208; Faza = 170.877 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7664   X = 1037 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7665   X = 1037 mm; Y = 1084 mm; Amplitude = 0.000322632; Faza = -158.232 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7666   X = 1039 mm; Y = 1084 mm; Amplitude = 0.000274501; Faza = 179.002 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7667   X = 1039 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7668   X = 1039 mm; Y = 1084 mm; Amplitude = 0.000321056; Faza = -144.704 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7669   X = 1041 mm; Y = 1084 mm; Amplitude = 0.000223666; Faza = -157.759 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7670   X = 1041 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7671   X = 1041 mm; Y = 1084 mm; Amplitude = 0.000362239; Faza = -133.076 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7672   X = 1043 mm; Y = 1084 mm; Amplitude = 0.000264282; Faza = -130.047 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7673   X = 1043 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7674   X = 1043 mm; Y = 1084 mm; Amplitude = 0.000434497; Faza = -126.475 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7675   X = 1045 mm; Y = 1084 mm; Amplitude = 0.000377013; Faza = -116.599 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7676   X = 1045 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7677   X = 1045 mm; Y = 1084 mm; Amplitude = 0.000522689; Faza = -124.288 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7678   X = 1047 mm; Y = 1084 mm; Amplitude = 0.000517815; Faza = -113.252 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7679   X = 1047 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7680   X = 1047 mm; Y = 1084 mm; Amplitude = 0.000615511; Faza = -124.97 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7681   X = 1049 mm; Y = 1084 mm; Amplitude = 0.000663312; Faza = -114.374 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7682   X = 1049 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7683   X = 1049 mm; Y = 1084 mm; Amplitude = 0.000705107; Faza = -127.348 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7684   X = 1051 mm; Y = 1084 mm; Amplitude = 0.000799832; Faza = -117.539 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7685   X = 1051 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7686   X = 1051 mm; Y = 1084 mm; Amplitude = 0.000785616; Faza = -130.693 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7687   X = 1053 mm; Y = 1084 mm; Amplitude = 0.000917291; Faza = -121.76 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7688   X = 1053 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7689   X = 1053 mm; Y = 1084 mm; Amplitude = 0.000852461; Faza = -134.574 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7690   X = 1055 mm; Y = 1084 mm; Amplitude = 0.00100817; Faza = -126.63 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7691   X = 1055 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7692   X = 1055 mm; Y = 1084 mm; Amplitude = 0.000902225; Faza = -138.742 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7693   X = 1057 mm; Y = 1084 mm; Amplitude = 0.00106791; Faza = -132.001 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7694   X = 1057 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7695   X = 1057 mm; Y = 1084 mm; Amplitude = 0.00093283; Faza = -143.059 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7696   X = 1059 mm; Y = 1084 mm; Amplitude = 0.00109537; Faza = -137.846 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7697   X = 1059 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7698   X = 1059 mm; Y = 1084 mm; Amplitude = 0.000943733; Faza = -147.454 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7699   X = 1061 mm; Y = 1084 mm; Amplitude = 0.00109308; Faza = -144.189 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7700   X = 1061 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7701   X = 1061 mm; Y = 1084 mm; Amplitude = 0.00093603; Faza = -151.895 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7702   X = 1063 mm; Y = 1084 mm; Amplitude = 0.00106676; Faza = -151.052 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7703   X = 1063 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7704   X = 1063 mm; Y = 1084 mm; Amplitude = 0.000912376; Faza = -156.364 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7705   X = 1065 mm; Y = 1084 mm; Amplitude = 0.00102429; Faza = -158.392 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7706   X = 1065 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7707   X = 1065 mm; Y = 1084 mm; Amplitude = 0.000876679; Faza = -160.833 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7708   X = 1067 mm; Y = 1084 mm; Amplitude = 0.000974022; Faza = -166.036 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7709   X = 1067 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7710   X = 1067 mm; Y = 1084 mm; Amplitude = 0.0008336; Faza = -165.239 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7711   X = 1069 mm; Y = 1084 mm; Amplitude = 0.000922746; Faza = -173.63 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7712   X = 1069 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7713   X = 1069 mm; Y = 1084 mm; Amplitude = 0.000787903; Faza = -169.459 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7714   X = 1071 mm; Y = 1084 mm; Amplitude = 0.000874168; Faza = 179.348 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7715   X = 1071 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7716   X = 1071 mm; Y = 1084 mm; Amplitude = 0.000743836; Faza = -173.293 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7717   X = 1073 mm; Y = 1084 mm; Amplitude = 0.000828637; Faza = 173.512 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7718   X = 1073 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7719   X = 1073 mm; Y = 1084 mm; Amplitude = 0.000704683; Faza = -176.469 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7720   X = 1075 mm; Y = 1084 mm; Amplitude = 0.000784487; Faza = 169.447 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7721   X = 1075 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7722   X = 1075 mm; Y = 1084 mm; Amplitude = 0.000672658; Faza = -178.686 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7723   X = 1077 mm; Y = 1084 mm; Amplitude = 0.000740337; Faza = 167.633 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7724   X = 1077 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7725   X = 1077 mm; Y = 1084 mm; Amplitude = 0.00064916; Faza = -179.682 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7726   X = 1079 mm; Y = 1084 mm; Amplitude = 0.000697224; Faza = 168.404 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7727   X = 1079 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7728   X = 1079 mm; Y = 1084 mm; Amplitude = 0.000635218; Faza = -179.32 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7729   X = 1081 mm; Y = 1084 mm; Amplitude = 0.000659595; Faza = 171.872 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7730   X = 1081 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7731   X = 1081 mm; Y = 1084 mm; Amplitude = 0.000631817; Faza = -177.662 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7732   X = 1083 mm; Y = 1084 mm; Amplitude = 0.000634453; Faza = 177.748 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7733   X = 1083 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7734   X = 1083 mm; Y = 1084 mm; Amplitude = 0.000639831; Faza = -174.996 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7735   X = 1085 mm; Y = 1084 mm; Amplitude = 0.000628439; Faza = -174.86 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7736   X = 1085 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7737   X = 1085 mm; Y = 1084 mm; Amplitude = 0.000659571; Faza = -171.789 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7738   X = 1087 mm; Y = 1084 mm; Amplitude = 0.000644028; Faza = -167.331 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7739   X = 1087 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7740   X = 1087 mm; Y = 1084 mm; Amplitude = 0.000690255; Faza = -168.588 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7741   X = 1089 mm; Y = 1084 mm; Amplitude = 0.000677836; Faza = -160.988 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7742   X = 1089 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7743   X = 1089 mm; Y = 1084 mm; Amplitude = 0.000729804; Faza = -165.898 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7744   X = 1091 mm; Y = 1084 mm; Amplitude = 0.000722684; Faza = -156.63 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7745   X = 1091 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7746   X = 1091 mm; Y = 1084 mm; Amplitude = 0.000775131; Faza = -164.101 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7747   X = 1093 mm; Y = 1084 mm; Amplitude = 0.000771275; Faza = -154.532 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7748   X = 1093 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7749   X = 1093 mm; Y = 1084 mm; Amplitude = 0.00082281; Faza = -163.447 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7750   X = 1095 mm; Y = 1084 mm; Amplitude = 0.00081889; Faza = -154.677 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7751   X = 1095 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7752   X = 1095 mm; Y = 1084 mm; Amplitude = 0.00086987; Faza = -164.075 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7753   X = 1097 mm; Y = 1084 mm; Amplitude = 0.000864495; Faza = -156.934 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7754   X = 1097 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7755   X = 1097 mm; Y = 1084 mm; Amplitude = 0.000914481; Faza = -166.042 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7756   X = 1099 mm; Y = 1084 mm; Amplitude = 0.000910606; Faza = -161.085 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7757   X = 1099 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7758   X = 1099 mm; Y = 1084 mm; Amplitude = 0.000956372; Faza = -169.334 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7759   X = 1101 mm; Y = 1084 mm; Amplitude = 0.000962097; Faza = -166.791 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7760   X = 1101 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7761   X = 1101 mm; Y = 1084 mm; Amplitude = 0.00099683; Faza = -173.854 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7762   X = 1103 mm; Y = 1084 mm; Amplitude = 0.00102405; Faza = -173.568 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7763   X = 1103 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7764   X = 1103 mm; Y = 1084 mm; Amplitude = 0.00103815; Faza = -179.411 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7765   X = 1105 mm; Y = 1084 mm; Amplitude = 0.0010992; Faza = 179.152 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7766   X = 1105 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7767   X = 1105 mm; Y = 1084 mm; Amplitude = 0.00108254; Faza = -185.72 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7768   X = 1107 mm; Y = 1084 mm; Amplitude = 0.00118616; Faza = 171.883 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7769   X = 1107 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7770   X = 1107 mm; Y = 1084 mm; Amplitude = 0.00113091; Faza = -192.435 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7771   X = 1109 mm; Y = 1084 mm; Amplitude = 0.00127915; Faza = 164.963 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7772   X = 1109 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7773   X = 1109 mm; Y = 1084 mm; Amplitude = 0.0011819; Faza = -199.212 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7774   X = 1111 mm; Y = 1084 mm; Amplitude = 0.00136937; Faza = 158.527 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7775   X = 1111 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7776   X = 1111 mm; Y = 1084 mm; Amplitude = 0.0012318; Faza = -205.776 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7777   X = 1113 mm; Y = 1084 mm; Amplitude = 0.00144703; Faza = 152.55 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7778   X = 1113 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7779   X = 1113 mm; Y = 1084 mm; Amplitude = 0.00127527; Faza = -211.957 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7780   X = 1115 mm; Y = 1084 mm; Amplitude = 0.00150328; Faza = 146.924 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7781   X = 1115 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7782   X = 1115 mm; Y = 1084 mm; Amplitude = 0.00130661; Faza = -217.683 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7783   X = 1117 mm; Y = 1084 mm; Amplitude = 0.00153175; Faza = 141.503 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7784   X = 1117 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7785   X = 1117 mm; Y = 1084 mm; Amplitude = 0.00132103; Faza = -222.954 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7786   X = 1119 mm; Y = 1084 mm; Amplitude = 0.00152943; Faza = 136.147 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7787   X = 1119 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7788   X = 1119 mm; Y = 1084 mm; Amplitude = 0.00131573; Faza = -227.812 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7789   X = 1121 mm; Y = 1084 mm; Amplitude = 0.00149706; Faza = 130.735 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7790   X = 1121 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7791   X = 1121 mm; Y = 1084 mm; Amplitude = 0.00129044; Faza = -232.312 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7792   X = 1123 mm; Y = 1084 mm; Amplitude = 0.0014389; Faza = 125.188 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7793   X = 1123 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7794   X = 1123 mm; Y = 1084 mm; Amplitude = 0.00124756; Faza = -236.507 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7795   X = 1125 mm; Y = 1084 mm; Amplitude = 0.00136188; Faza = 119.489 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7796   X = 1125 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7797   X = 1125 mm; Y = 1084 mm; Amplitude = 0.00119186; Faza = -240.431 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7798   X = 1127 mm; Y = 1084 mm; Amplitude = 0.00127446; Faza = 113.708 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7799   X = 1127 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7800   X = 1127 mm; Y = 1084 mm; Amplitude = 0.00112981; Faza = -244.099 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7801   X = 1129 mm; Y = 1084 mm; Amplitude = 0.00118524; Faza = 108.027 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7802   X = 1129 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7803   X = 1129 mm; Y = 1084 mm; Amplitude = 0.00106875; Faza = -247.502 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7804   X = 1131 mm; Y = 1084 mm; Amplitude = 0.00110187; Faza = 102.752 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7805   X = 1131 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7806   X = 1131 mm; Y = 1084 mm; Amplitude = 0.00101592; Faza = -250.623 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7807   X = 1133 mm; Y = 1084 mm; Amplitude = 0.00103047; Faza = 98.2702 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7808   X = 1133 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7809   X = 1133 mm; Y = 1084 mm; Amplitude = 0.000977653; Faza = -253.457 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7810   X = 1135 mm; Y = 1084 mm; Amplitude = 0.00097591; Faza = 94.9541 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7811   X = 1135 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7812   X = 1135 mm; Y = 1084 mm; Amplitude = 0.000958589; Faza = -256.047 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7813   X = 1137 mm; Y = 1084 mm; Amplitude = 0.000942501; Faza = 93.0021 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7814   X = 1137 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7815   X = 1137 mm; Y = 1084 mm; Amplitude = 0.000961186; Faza = -258.502 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7816   X = 1139 mm; Y = 1084 mm; Amplitude = 0.000934184; Faza = 92.2847 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7817   X = 1139 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7818   X = 1139 mm; Y = 1084 mm; Amplitude = 0.000985493; Faza = -260.983 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7819   X = 1141 mm; Y = 1084 mm; Amplitude = 0.0009536; Faza = 92.2997 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
