Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00146745; Faza = 55.0035 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
9859   X = 3750 mm; Y = 21120 mm; Amplitude = 0.000817937; Faza = 1.81995 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9860   X = 3750 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9861   X = 3750 mm; Y = 21120 mm; Amplitude = 0.00073722; Faza = -4.87738 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9862   X = 3770 mm; Y = 21120 mm; Amplitude = 0.000790685; Faza = 6.52913 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9863   X = 3770 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9864   X = 3770 mm; Y = 21120 mm; Amplitude = 0.000711678; Faza = 0.372378 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9865   X = 3790 mm; Y = 21120 mm; Amplitude = 0.000758823; Faza = 11.6564 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9866   X = 3790 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9867   X = 3790 mm; Y = 21120 mm; Amplitude = 0.000683633; Faza = 6.09681 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9868   X = 3810 mm; Y = 21120 mm; Amplitude = 0.000724342; Faza = 17.3325 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9869   X = 3810 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9870   X = 3810 mm; Y = 21120 mm; Amplitude = 0.000655043; Faza = 12.3961 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9871   X = 3830 mm; Y = 21120 mm; Amplitude = 0.000689635; Faza = 23.6741 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9872   X = 3830 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9873   X = 3830 mm; Y = 21120 mm; Amplitude = 0.000628123; Faza = 19.3348 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9874   X = 3850 mm; Y = 21120 mm; Amplitude = 0.000657417; Faza = 30.7576 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9875   X = 3850 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9876   X = 3850 mm; Y = 21120 mm; Amplitude = 0.000605181; Faza = 26.9112 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9877   X = 3870 mm; Y = 21120 mm; Amplitude = 0.000630503; Faza = 38.5803 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9878   X = 3870 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9879   X = 3870 mm; Y = 21120 mm; Amplitude = 0.000588347; Faza = 35.0297 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9880   X = 3890 mm; Y = 21120 mm; Amplitude = 0.000611458; Faza = 47.0188 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9881   X = 3890 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9882   X = 3890 mm; Y = 21120 mm; Amplitude = 0.000579221; Faza = 43.4859 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9883   X = 3910 mm; Y = 21120 mm; Amplitude = 0.00060212; Faza = 55.8127 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9884   X = 3910 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9885   X = 3910 mm; Y = 21120 mm; Amplitude = 0.000578528; Faza = 51.9901 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9886   X = 3930 mm; Y = 21120 mm; Amplitude = 0.000603154; Faza = 64.6019 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9887   X = 3930 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9888   X = 3930 mm; Y = 21120 mm; Amplitude = 0.000585929; Faza = 60.23 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9889   X = 3950 mm; Y = 21120 mm; Amplitude = 0.000613858; Faza = 73.0155 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9890   X = 3950 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9891   X = 3950 mm; Y = 21120 mm; Amplitude = 0.000600104; Faza = 67.9449 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9892   X = 3970 mm; Y = 21120 mm; Amplitude = 0.00063235; Faza = 80.7668 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9893   X = 3970 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9894   X = 3970 mm; Y = 21120 mm; Amplitude = 0.000619058; Faza = 74.9742 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9895   X = 3990 mm; Y = 21120 mm; Amplitude = 0.000656016; Faza = 87.7038 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9896   X = 3990 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9897   X = 3990 mm; Y = 21120 mm; Amplitude = 0.000640488; Faza = 81.2631 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9898   X = 4010 mm; Y = 21120 mm; Amplitude = 0.000682011; Faza = 93.8004 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9899   X = 4010 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9900   X = 4010 mm; Y = 21120 mm; Amplitude = 0.000662082; Faza = 86.8392 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9901   X = 4030 mm; Y = 21120 mm; Amplitude = 0.000707631; Faza = 99.1176 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9902   X = 4030 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9903   X = 4030 mm; Y = 21120 mm; Amplitude = 0.000681766; Faza = -268.219 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9904   X = 4050 mm; Y = 21120 mm; Amplitude = 0.000730519; Faza = 103.764 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9905   X = 4050 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9906   X = 4050 mm; Y = 21120 mm; Amplitude = 0.000697796; Faza = -263.806 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9907   X = 4070 mm; Y = 21120 mm; Amplitude = 0.000748749; Faza = 107.864 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9908   X = 4070 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9909   X = 4070 mm; Y = 21120 mm; Amplitude = 0.000708786; Faza = -259.811 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9910   X = 4090 mm; Y = 21120 mm; Amplitude = 0.000760845; Faza = 111.546 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9911   X = 4090 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9912   X = 4090 mm; Y = 21120 mm; Amplitude = 0.000713737; Faza = -256.12 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9913   X = 4110 mm; Y = 21120 mm; Amplitude = 0.000765762; Faza = 114.932 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9914   X = 4110 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9915   X = 4110 mm; Y = 21120 mm; Amplitude = 0.000712009; Faza = -252.622 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9916   X = 4130 mm; Y = 21120 mm; Amplitude = 0.000762866; Faza = 118.141 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9917   X = 4130 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9918   X = 4130 mm; Y = 21120 mm; Amplitude = 0.000703309; Faza = -249.206 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9919   X = 4150 mm; Y = 21120 mm; Amplitude = 0.000751912; Faza = 121.291 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9920   X = 4150 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9921   X = 4150 mm; Y = 21120 mm; Amplitude = 0.000687696; Faza = -245.758 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9922   X = 4170 mm; Y = 21120 mm; Amplitude = 0.000733037; Faza = 124.502 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9923   X = 4170 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9924   X = 4170 mm; Y = 21120 mm; Amplitude = 0.000665565; Faza = -242.154 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9925   X = 4190 mm; Y = 21120 mm; Amplitude = 0.000706758; Faza = 127.905 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9926   X = 4190 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9927   X = 4190 mm; Y = 21120 mm; Amplitude = 0.000637669; Faza = -238.259 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9928   X = 4210 mm; Y = 21120 mm; Amplitude = 0.000673989; Faza = 131.65 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9929   X = 4210 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9930   X = 4210 mm; Y = 21120 mm; Amplitude = 0.000605139; Faza = -233.917 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9931   X = 4230 mm; Y = 21120 mm; Amplitude = 0.000636074; Faza = 135.91 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9932   X = 4230 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9933   X = 4230 mm; Y = 21120 mm; Amplitude = 0.000569499; Faza = -228.951 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9934   X = 4250 mm; Y = 21120 mm; Amplitude = 0.00059484; Faza = 140.89 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9935   X = 4250 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9936   X = 4250 mm; Y = 21120 mm; Amplitude = 0.000532724; Faza = -223.164 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9937   X = 4270 mm; Y = 21120 mm; Amplitude = 0.000552665; Faza = 146.821 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9938   X = 4270 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9939   X = 4270 mm; Y = 21120 mm; Amplitude = 0.000497272; Faza = -216.364 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9940   X = 4290 mm; Y = 21120 mm; Amplitude = 0.000512541; Faza = 153.935 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9941   X = 4290 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9942   X = 4290 mm; Y = 21120 mm; Amplitude = 0.000466017; Faza = -208.41 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9943   X = 4310 mm; Y = 21120 mm; Amplitude = 0.000478016; Faza = 162.394 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9944   X = 4310 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9945   X = 4310 mm; Y = 21120 mm; Amplitude = 0.000442045; Faza = -199.311 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9946   X = 4330 mm; Y = 21120 mm; Amplitude = 0.000452898; Faza = 172.161 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9947   X = 4330 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9948   X = 4330 mm; Y = 21120 mm; Amplitude = 0.000428141; Faza = -189.326 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9949   X = 4350 mm; Y = 21120 mm; Amplitude = 0.00044049; Faza = -177.138 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9950   X = 4350 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9951   X = 4350 mm; Y = 21120 mm; Amplitude = 0.000426018; Faza = -178.987 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9952   X = 4370 mm; Y = 21120 mm; Amplitude = 0.000442518; Faza = -166.221 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9953   X = 4370 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9954   X = 4370 mm; Y = 21120 mm; Amplitude = 0.000435702; Faza = -168.969 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9955   X = 4390 mm; Y = 21120 mm; Amplitude = 0.000458386; Faza = -155.903 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9956   X = 4390 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9957   X = 4390 mm; Y = 21120 mm; Amplitude = 0.000455482; Faza = -159.842 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9958   X = 4410 mm; Y = 21120 mm; Amplitude = 0.000485408; Faza = -146.781 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9959   X = 4410 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9960   X = 4410 mm; Y = 21120 mm; Amplitude = 0.000482525; Faza = -151.908 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9961   X = 4430 mm; Y = 21120 mm; Amplitude = 0.000519803; Faza = -139.08 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9962   X = 4430 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9963   X = 4430 mm; Y = 21120 mm; Amplitude = 0.000513634; Faza = -145.208 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9964   X = 4450 mm; Y = 21120 mm; Amplitude = 0.000557701; Faza = -132.742 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9965   X = 4450 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9966   X = 4450 mm; Y = 21120 mm; Amplitude = 0.000545806; Faza = -139.624 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9967   X = 4470 mm; Y = 21120 mm; Amplitude = 0.000595686; Faza = -127.569 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9968   X = 4470 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9969   X = 4470 mm; Y = 21120 mm; Amplitude = 0.00057648; Faza = -134.97 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9970   X = 4490 mm; Y = 21120 mm; Amplitude = 0.000630964; Faza = -123.33 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9971   X = 4490 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9972   X = 4490 mm; Y = 21120 mm; Amplitude = 0.000603589; Faza = -131.053 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9973   X = 4510 mm; Y = 21120 mm; Amplitude = 0.000661341; Faza = -119.808 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9974   X = 4510 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9975   X = 4510 mm; Y = 21120 mm; Amplitude = 0.000625525; Faza = -127.698 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9976   X = 4530 mm; Y = 21120 mm; Amplitude = 0.000685145; Faza = -116.82 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9977   X = 4530 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9978   X = 4530 mm; Y = 21120 mm; Amplitude = 0.000641087; Faza = -124.752 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9979   X = 4550 mm; Y = 21120 mm; Amplitude = 0.000701152; Faza = -114.212 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9980   X = 4550 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9981   X = 4550 mm; Y = 21120 mm; Amplitude = 0.000649432; Faza = -122.083 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9982   X = 4570 mm; Y = 21120 mm; Amplitude = 0.000708536; Faza = -111.853 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9983   X = 4570 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9984   X = 4570 mm; Y = 21120 mm; Amplitude = 0.000650047; Faza = -119.572 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9985   X = 4590 mm; Y = 21120 mm; Amplitude = 0.000706831; Faza = -109.626 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9986   X = 4590 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9987   X = 4590 mm; Y = 21120 mm; Amplitude = 0.000642733; Faza = -117.109 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9988   X = 4610 mm; Y = 21120 mm; Amplitude = 0.000695907; Faza = -107.418 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9989   X = 4610 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9990   X = 4610 mm; Y = 21120 mm; Amplitude = 0.000627587; Faza = -114.58 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9991   X = 4630 mm; Y = 21120 mm; Amplitude = 0.000675971; Faza = -105.117 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9992   X = 4630 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9993   X = 4630 mm; Y = 21120 mm; Amplitude = 0.000605009; Faza = -111.864 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9994   X = 4650 mm; Y = 21120 mm; Amplitude = 0.000647561; Faza = -102.595 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9995   X = 4650 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9996   X = 4650 mm; Y = 21120 mm; Amplitude = 0.000575714; Faza = -108.82 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9997   X = 4670 mm; Y = 21120 mm; Amplitude = 0.000611575; Faza = -99.6971 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9998   X = 4670 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9999   X = 4670 mm; Y = 21120 mm; Amplitude = 0.000540761; Faza = -105.275 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10000   X = 4690 mm; Y = 21120 mm; Amplitude = 0.000569307; Faza = -96.2303 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10001   X = 4690 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10002   X = 4690 mm; Y = 21120 mm; Amplitude = 0.000501616; Faza = -101.013 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10003   X = 4710 mm; Y = 21120 mm; Amplitude = 0.00052253; Faza = -91.9379 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10004   X = 4710 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10005   X = 4710 mm; Y = 21120 mm; Amplitude = 0.000460226; Faza = -95.7587 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10006   X = 4730 mm; Y = 21120 mm; Amplitude = 0.000473627; Faza = -86.483 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10007   X = 4730 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10008   X = 4730 mm; Y = 21120 mm; Amplitude = 0.000419134; Faza = -89.1832 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10009   X = 4750 mm; Y = 21120 mm; Amplitude = 0.000425784; Faza = -79.4427 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10010   X = 4750 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10011   X = 4750 mm; Y = 21120 mm; Amplitude = 0.000381605; Faza = -80.9471 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10012   X = 4770 mm; Y = 21120 mm; Amplitude = 0.000383186; Faza = -70.374 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10013   X = 4770 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10014   X = 4770 mm; Y = 21120 mm; Amplitude = 0.000351571; Faza = -70.8479 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10015   X = 4790 mm; Y = 21120 mm; Amplitude = 0.000350972; Faza = -59.0426 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10016   X = 4790 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10017   X = 4790 mm; Y = 21120 mm; Amplitude = 0.000333098; Faza = -59.0907 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10018   X = 4810 mm; Y = 21120 mm; Amplitude = 0.000334311; Faza = -45.8591 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10019   X = 4810 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10020   X = 4810 mm; Y = 21120 mm; Amplitude = 0.000329108; Faza = -46.5096 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10021   X = 4830 mm; Y = 21120 mm; Amplitude = 0.000336296; Faza = -32.1339 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10022   X = 4830 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10023   X = 4830 mm; Y = 21120 mm; Amplitude = 0.000339974; Faza = -34.3584 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10024   X = 4850 mm; Y = 21120 mm; Amplitude = 0.000356019; Faza = -19.5181 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
10025   X = 4850 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
10026   X = 4850 mm; Y = 21120 mm; Amplitude = 0.000363234; Faza = -23.6764 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
10027   X = 4870 mm; Y = 21120 mm; Amplitude = 0.000389108; Faza = -9.03601 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
