Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00286564; Faza = -42.1737 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
9223   X = 19850 mm; Y = 200 mm; Amplitude = 2.18422e-006; Faza = -68.0381 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9224   X = 19850 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9225   X = 19850 mm; Y = 200 mm; Amplitude = 1.803e-006; Faza = -251.898 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9226   X = 19870 mm; Y = 200 mm; Amplitude = 2.47788e-006; Faza = -76.2834 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9227   X = 19870 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9228   X = 19870 mm; Y = 200 mm; Amplitude = 2.0389e-006; Faza = -259.645 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9229   X = 19890 mm; Y = 200 mm; Amplitude = 2.79466e-006; Faza = -82.6047 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9230   X = 19890 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9231   X = 19890 mm; Y = 200 mm; Amplitude = 2.29244e-006; Faza = -265.639 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9232   X = 19910 mm; Y = 200 mm; Amplitude = 3.11903e-006; Faza = -87.5459 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9233   X = 19910 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9234   X = 19910 mm; Y = 200 mm; Amplitude = 2.55527e-006; Faza = 89.6837 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9235   X = 19930 mm; Y = 200 mm; Amplitude = 3.44015e-006; Faza = -91.4496 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9236   X = 19930 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9237   X = 19930 mm; Y = 200 mm; Amplitude = 2.81781e-006; Faza = 85.9929 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9238   X = 19950 mm; Y = 200 mm; Amplitude = 3.75057e-006; Faza = -94.5203 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9239   X = 19950 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9240   X = 19950 mm; Y = 200 mm; Amplitude = 3.06758e-006; Faza = 83.043 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9241   X = 19970 mm; Y = 200 mm; Amplitude = 4.04415e-006; Faza = -96.9956 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9242   X = 19970 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9243   X = 19970 mm; Y = 200 mm; Amplitude = 3.30951e-006; Faza = 80.6703 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9244   X = 19990 mm; Y = 200 mm; Amplitude = 4.31642e-006; Faza = -98.991 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9245   X = 19990 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9246   X = 19990 mm; Y = 200 mm; Amplitude = 3.5402e-006; Faza = 78.7405 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9247   X = 20010 mm; Y = 200 mm; Amplitude = 4.56379e-006; Faza = -100.6 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9248   X = 20010 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9249   X = 20010 mm; Y = 200 mm; Amplitude = 3.75407e-006; Faza = 77.1569 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9250   X = 20030 mm; Y = 200 mm; Amplitude = 4.78372e-006; Faza = -101.898 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9251   X = 20030 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9252   X = 20030 mm; Y = 200 mm; Amplitude = 3.95144e-006; Faza = 75.8523 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9253   X = 20050 mm; Y = 200 mm; Amplitude = 4.97438e-006; Faza = -102.967 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9254   X = 20050 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9255   X = 20050 mm; Y = 200 mm; Amplitude = 4.12421e-006; Faza = 74.7487 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9256   X = 20070 mm; Y = 200 mm; Amplitude = 5.13353e-006; Faza = -103.805 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9257   X = 20070 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9258   X = 20070 mm; Y = 200 mm; Amplitude = 4.27378e-006; Faza = 73.8228 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9259   X = 20090 mm; Y = 200 mm; Amplitude = 5.26077e-006; Faza = -104.488 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9260   X = 20090 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9261   X = 20090 mm; Y = 200 mm; Amplitude = 4.40288e-006; Faza = 73.0462 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9262   X = 20110 mm; Y = 200 mm; Amplitude = 5.35488e-006; Faza = -105.03 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9263   X = 20110 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9264   X = 20110 mm; Y = 200 mm; Amplitude = 4.50847e-006; Faza = 72.3815 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9265   X = 20130 mm; Y = 200 mm; Amplitude = 5.41566e-006; Faza = -105.477 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9266   X = 20130 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9267   X = 20130 mm; Y = 200 mm; Amplitude = 4.58611e-006; Faza = 71.7963 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9268   X = 20150 mm; Y = 200 mm; Amplitude = 5.44279e-006; Faza = -105.857 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9269   X = 20150 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9270   X = 20150 mm; Y = 200 mm; Amplitude = 4.6341e-006; Faza = 71.2673 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9271   X = 20170 mm; Y = 200 mm; Amplitude = 5.43593e-006; Faza = -106.183 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9272   X = 20170 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9273   X = 20170 mm; Y = 200 mm; Amplitude = 4.65255e-006; Faza = 70.788 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9274   X = 20190 mm; Y = 200 mm; Amplitude = 5.39531e-006; Faza = -106.482 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9275   X = 20190 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9276   X = 20190 mm; Y = 200 mm; Amplitude = 4.64347e-006; Faza = 70.351 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9277   X = 20210 mm; Y = 200 mm; Amplitude = 5.32135e-006; Faza = -106.778 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9278   X = 20210 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9279   X = 20210 mm; Y = 200 mm; Amplitude = 4.60224e-006; Faza = 69.9318 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9280   X = 20230 mm; Y = 200 mm; Amplitude = 5.21451e-006; Faza = -107.082 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9281   X = 20230 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9282   X = 20230 mm; Y = 200 mm; Amplitude = 4.53289e-006; Faza = 69.5412 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9283   X = 20250 mm; Y = 200 mm; Amplitude = 5.07596e-006; Faza = -107.416 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9284   X = 20250 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9285   X = 20250 mm; Y = 200 mm; Amplitude = 4.43622e-006; Faza = 69.1681 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9286   X = 20270 mm; Y = 200 mm; Amplitude = 4.90735e-006; Faza = -107.811 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9287   X = 20270 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9288   X = 20270 mm; Y = 200 mm; Amplitude = 4.30966e-006; Faza = 68.7962 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9289   X = 20290 mm; Y = 200 mm; Amplitude = 4.70994e-006; Faza = -108.249 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9290   X = 20290 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9291   X = 20290 mm; Y = 200 mm; Amplitude = 4.15784e-006; Faza = 68.4326 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9292   X = 20310 mm; Y = 200 mm; Amplitude = 4.48669e-006; Faza = -108.767 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9293   X = 20310 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9294   X = 20310 mm; Y = 200 mm; Amplitude = 3.98258e-006; Faza = 68.073 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9295   X = 20330 mm; Y = 200 mm; Amplitude = 4.24062e-006; Faza = -109.376 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9296   X = 20330 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9297   X = 20330 mm; Y = 200 mm; Amplitude = 3.79034e-006; Faza = 67.7268 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9298   X = 20350 mm; Y = 200 mm; Amplitude = 3.97493e-006; Faza = -110.08 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9299   X = 20350 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9300   X = 20350 mm; Y = 200 mm; Amplitude = 3.5822e-006; Faza = 67.3735 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9301   X = 20370 mm; Y = 200 mm; Amplitude = 3.69413e-006; Faza = -110.921 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9302   X = 20370 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9303   X = 20370 mm; Y = 200 mm; Amplitude = 3.35856e-006; Faza = 66.9809 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9304   X = 20390 mm; Y = 200 mm; Amplitude = 3.40203e-006; Faza = -111.888 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9305   X = 20390 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9306   X = 20390 mm; Y = 200 mm; Amplitude = 3.12617e-006; Faza = 66.5468 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9307   X = 20410 mm; Y = 200 mm; Amplitude = 3.10378e-006; Faza = -113.029 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9308   X = 20410 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9309   X = 20410 mm; Y = 200 mm; Amplitude = 2.88904e-006; Faza = 66.0358 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9310   X = 20430 mm; Y = 200 mm; Amplitude = 2.80434e-006; Faza = -114.391 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9311   X = 20430 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9312   X = 20430 mm; Y = 200 mm; Amplitude = 2.65128e-006; Faza = 65.3963 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9313   X = 20450 mm; Y = 200 mm; Amplitude = 2.50855e-006; Faza = -116.023 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9314   X = 20450 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9315   X = 20450 mm; Y = 200 mm; Amplitude = 2.41735e-006; Faza = 64.5632 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9316   X = 20470 mm; Y = 200 mm; Amplitude = 2.22195e-006; Faza = -118.056 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9317   X = 20470 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9318   X = 20470 mm; Y = 200 mm; Amplitude = 2.19003e-006; Faza = 63.4258 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9319   X = 20490 mm; Y = 200 mm; Amplitude = 1.94866e-006; Faza = -120.599 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9320   X = 20490 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9321   X = 20490 mm; Y = 200 mm; Amplitude = 1.9711e-006; Faza = 61.8252 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9322   X = 20510 mm; Y = 200 mm; Amplitude = 1.69381e-006; Faza = -123.886 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9323   X = 20510 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9324   X = 20510 mm; Y = 200 mm; Amplitude = 1.76248e-006; Faza = 59.5395 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9325   X = 20530 mm; Y = 200 mm; Amplitude = 1.46182e-006; Faza = -128.214 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9326   X = 20530 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9327   X = 20530 mm; Y = 200 mm; Amplitude = 1.56707e-006; Faza = 56.2659 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9328   X = 210 mm; Y = 21120 mm; Amplitude = 0.00120897; Faza = 113.587 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9329   X = 210 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9330   X = 210 mm; Y = 21120 mm; Amplitude = 0.00104572; Faza = -257.1 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9331   X = 230 mm; Y = 21120 mm; Amplitude = 0.00126312; Faza = 120.046 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9332   X = 230 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9333   X = 230 mm; Y = 21120 mm; Amplitude = 0.00109628; Faza = -250.994 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9334   X = 250 mm; Y = 21120 mm; Amplitude = 0.00130442; Faza = 126.003 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9335   X = 250 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9336   X = 250 mm; Y = 21120 mm; Amplitude = 0.00113362; Faza = -245.3 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9337   X = 270 mm; Y = 21120 mm; Amplitude = 0.00133023; Faza = 131.622 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9338   X = 270 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9339   X = 270 mm; Y = 21120 mm; Amplitude = 0.00115624; Faza = -239.87 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9340   X = 290 mm; Y = 21120 mm; Amplitude = 0.00133886; Faza = 137.051 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9341   X = 290 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9342   X = 290 mm; Y = 21120 mm; Amplitude = 0.00116317; Faza = -234.565 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9343   X = 310 mm; Y = 21120 mm; Amplitude = 0.00132949; Faza = 142.438 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9344   X = 310 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9345   X = 310 mm; Y = 21120 mm; Amplitude = 0.00115411; Faza = -229.251 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9346   X = 330 mm; Y = 21120 mm; Amplitude = 0.00130229; Faza = 147.931 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9347   X = 330 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9348   X = 330 mm; Y = 21120 mm; Amplitude = 0.00112944; Faza = -223.786 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9349   X = 350 mm; Y = 21120 mm; Amplitude = 0.00125837; Faza = 153.692 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9350   X = 350 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9351   X = 350 mm; Y = 21120 mm; Amplitude = 0.00109035; Faza = -218.013 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9352   X = 370 mm; Y = 21120 mm; Amplitude = 0.0011999; Faza = 159.907 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9353   X = 370 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9354   X = 370 mm; Y = 21120 mm; Amplitude = 0.00103889; Faza = -211.749 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9355   X = 390 mm; Y = 21120 mm; Amplitude = 0.00113017; Faza = 166.796 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9356   X = 390 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9357   X = 390 mm; Y = 21120 mm; Amplitude = 0.000978056; Faza = -204.777 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9358   X = 410 mm; Y = 21120 mm; Amplitude = 0.00105378; Faza = 174.616 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9359   X = 410 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9360   X = 410 mm; Y = 21120 mm; Amplitude = 0.000911972; Faza = -196.843 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9361   X = 430 mm; Y = 21120 mm; Amplitude = 0.000976772; Faza = -176.352 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9362   X = 430 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9363   X = 430 mm; Y = 21120 mm; Amplitude = 0.000845986; Faza = -187.673 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9364   X = 450 mm; Y = 21120 mm; Amplitude = 0.00090665; Faza = -165.865 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9365   X = 450 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9366   X = 450 mm; Y = 21120 mm; Amplitude = 0.000786679; Faza = -177.045 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9367   X = 470 mm; Y = 21120 mm; Amplitude = 0.000851969; Faza = -153.848 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9368   X = 470 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9369   X = 470 mm; Y = 21120 mm; Amplitude = 0.000741416; Faza = -164.918 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9370   X = 490 mm; Y = 21120 mm; Amplitude = 0.000820884; Faza = -140.593 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9371   X = 490 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9372   X = 490 mm; Y = 21120 mm; Amplitude = 0.000717015; Faza = -151.626 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9373   X = 510 mm; Y = 21120 mm; Amplitude = 0.000818636; Faza = -126.842 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9374   X = 510 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9375   X = 510 mm; Y = 21120 mm; Amplitude = 0.000717573; Faza = -137.933 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9376   X = 530 mm; Y = 21120 mm; Amplitude = 0.000845266; Faza = -113.567 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9377   X = 530 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9378   X = 530 mm; Y = 21120 mm; Amplitude = 0.000742665; Faza = -124.784 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9379   X = 550 mm; Y = 21120 mm; Amplitude = 0.000895571; Faza = -101.535 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9380   X = 550 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9381   X = 550 mm; Y = 21120 mm; Amplitude = 0.000787528; Faza = -112.893 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9382   X = 570 mm; Y = 21120 mm; Amplitude = 0.000961357; Faza = -91.0645 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9383   X = 570 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9384   X = 570 mm; Y = 21120 mm; Amplitude = 0.00084506; Faza = -102.537 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9385   X = 590 mm; Y = 21120 mm; Amplitude = 0.00103401; Faza = -82.102 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9386   X = 590 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9387   X = 590 mm; Y = 21120 mm; Amplitude = 0.000907931; Faza = -93.6427 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9388   X = 610 mm; Y = 21120 mm; Amplitude = 0.00110597; Faza = -74.41 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9389   X = 610 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
